,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,MBTI
15,cnnbrk,"The US Food and Drug Administration has granted an emergency use authorization for the first non-prescription, over-the-counter Covid-19 test kit for at-home use https://t.co/w2LlgEKwoz","The United States has reported a record-high 2,939 new Covid-19 deaths so far today. The country is currently averaging 2,230 new deaths per day. https://t.co/Se8PvFtkUu https://t.co/G8pNQGnF6s","Biden is expected to nominate Katherine Tai as US Trade Representative, sources say. If confirmed, she would be the first woman of color in the role. https://t.co/BhcLdUB3zO","Beginning in fall of 2022, Connecticut will require high schools to offer African American, Black, Puerto Rican and Latino studies, becoming the first state in the nation to do so https://t.co/kxPyH0aYdo",President Trump has asked the Supreme Court to block millions of votes from four battleground states that voted for President-elect Joe Biden https://t.co/1jJ312XFBj,The House has approved a short-term funding bill to temporarily avoid a government shutdown this Friday. It now goes to the Senate. https://t.co/Cdau9I6eA2,All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win 306 Electoral College votes. https://t.co/298fhbxHwE,"President-elect Joe Biden's son, Hunter Biden, says he's facing a tax investigation by the US Attorney's Office in Delaware https://t.co/544grqAzTU",The US government and dozens of states sued Facebook for alleged anticompetitive behavior in a serious challenge to one of tech's most powerful companies https://t.co/7BeZ8doicT,"Biden formally announces retired Army Gen. Lloyd Austin as his pick to lead the Pentagon. If confirmed, Austin would make history as the first Black Secretary of Defense. https://t.co/P95Vbkeakz https://t.co/A6f4F11RtT","The Pentagon is expected to receive ""just under 44,000 doses"" of the Pfizer coronavirus vaccine early next week, Assistant Secretary of Defense for Health Affairs Thomas McCaffery says https://t.co/av95JpyFed","DoorDash's stock soars above its IPO price in its Wall Street debut
https://t.co/RB00f69Us5",Canada approves Pfizer and BioNTech's Covid-19 vaccine for emergency use https://t.co/SqWtXMbIzX https://t.co/uu4TrjMdM5,"Health and Human Services Secretary Alex Azar says he has met with Biden's team and pledged a smooth transition, and that 20 million people will be vaccinated in ""the next several weeks"" https://t.co/0JAYpeExjc","Health officials in England are advising people with a ""significant history of allergic reactions to a vaccine, medicine or food"" not to have the Pfizer/BioNTech coronavirus vaccine after two health workers who received it had allergic reactions https://t.co/jEhgoCnC7U https://t.co/jwGY5D52Zm",ISFJ
16,Twitter,"RT @TwitterGaming: You’re breathtaking

Welcome to #CyberNight 
https://t.co/KYySGpWrSs","RT @CyberpunkGame: You asked the questions, and now we got the answers here on #CyberNight
https://t.co/9zLUiE0oj0","RT @TwitterGaming: Hey Choomba!

Reply with #CyberNight + #promo and let’s get you ready for Night City.

NoPurNec.18+ Select SF,LA,NY only…",RT @TwitterGaming: Get ready for #CyberNight with the opening cinematic for @CyberpunkGame! https://t.co/LYSNZL7SkX,@levantinepali a stamp of approval https://t.co/uQvb8sxjCw,RT @TwitterGaming: Tap follow on the Cyberpunk 2077 Topic and jack in.,2020 in one word,@Astro_AJC this is what cuffing season means to us,@un3asyy 2 is also cute,"RT @TwitterGaming: We’re teaming up with @CyberpunkGame to host #CyberNight   — the official launch party of Cyberpunk 2077!

Like this Twe…","RT @CyberpunkGame: No matter if you have been Tweeting since day one or just recently joined us - we are thankful for our community here.
T…",,,,,ISFP
17,britneyspears,“Swimming in the Stars” is available to download/stream everywhere now!! 🌟 Listen here: https://t.co/PkR1K19DJF https://t.co/s2FumjEM8B,,,,,,,,,,,,,,,ISFP
18,ddlovato,"Georgia!🍑🗳Your deadline to register to vote is Dec 7, so check your voter reg status TODAY! If you turn 18 before Jan 5, you CAN register to vote. Early voting begins Dec 14 &amp; if you plan to vote by mail request your ballot ASAP. Visit https://t.co/6YsNmHSi1s for more info 💗 https://t.co/kA5CQmaTx4","RT @AllTimeLow: THANK YOU FOR ALL THE LOVE LAST NIGHT 💛 Monsters feat. @ddlovato &amp; @iamblackbear out now.

Listen here: https://t.co/ae8Ctp…","Feels like I’ve known these guys forever 🖤🖤🖤 I’m SO stoked that the @AllTimeLow guys asked me to jump on MONSTERS and it’s sooo dope to also have a song out with @iamblackbear!!! 🙏🏼🤘🏼💞

https://t.co/4GnrbicqR1 https://t.co/pq1VFdg17H","RT @AllTimeLow: Monsters ft. @ddlovato &amp; @iamblackbear is out now 👹👾🤘

This song is taking a journey we could not have imagined. Eleven wee…",MONSTERS OUT TONIGHT WITH @AllTimeLow!!! 😝🎉 https://t.co/rgvN19um5r,RT @JackBarakat: Partyyyyy,"RT @iamblackbear: pre save now ( ͡° ͜ʖ ͡°)

https://t.co/n7AGuajBUM
@ddlovato @AllTimeLow https://t.co/bAGzad5Lqw","RT @AllTimeLow: Monsters ft. @ddlovato &amp; @iamblackbear 👹👾🤘 out everywhere midnight ET TONIGHT

Pre-save now: https://t.co/ae8Ctp4fIt https:…",RT @AlexGaskarth: Let’s goooooo!! Celebrating this song by getting another REAL one to absolutely shred it with us feels v v nice. A collab…,,,,,,,ENFJ
19,BillGates,Bill Foege and Viktor Zdanov are phenomenal examples of what it means to harness science for global health. A well-deserved honor. https://t.co/44jYPCZCbt,Here are five books that I’d recommend as we wrap up 2020. I hope you find something that helps you—or the book lover in your life—finish the year on a good note. https://t.co/9N0hL2xvTQ,"Are we actually making progress on climate change? Can we really prevent a climate disaster? In this week’s podcast, Rashida and I take on perhaps our biggest question yet with Pulitzer Prize-winning author @ElizKolbert. https://t.co/ugS31mpJin","This new quiz from @Gapminder is a clever way to fight misconceptions and “upgrade your worldview” about the incredible progress the world has made toward the Sustainable Development Goals to end poverty, fight inequality, and stop climate change: https://t.co/Qo0oaxv1tb","Rashida Jones and I talked to Yuval Noah Harari about COVID conspiracy theories, the role social media plays in spreading misinformation, and the one lie I choose to believe even though I know it’s not always true: https://t.co/7pzUFsMf5D https://t.co/YEjZaXLTbJ","I believe we can avoid a climate disaster—if we deploy the clean-energy tools we have now wisely, and if we make big breakthroughs that touch every aspect of our physical economy. Creating the National Institutes of Energy Innovation would put us on the right path.","To reduce duplication, focus the government’s efforts, and get the most innovation out of every dollar of funding, we should create a new organization: the National Institutes of Energy Innovation.","We need to revolutionize the world’s physical economy—and that will take, among other things, a dramatic infusion of ingenuity, funding, and focus from the federal government.",This the most important thing the U.S. can do to lead the world in innovations that will solve climate change. https://t.co/LG9uOnM92r,,,,,,,INTP
20,shakira,RT @marinaki_15: “So they tell me that you’re looking for a girl like me...” My sister is a big fan of you @shakira as you can see🤍Much lov…,"I’m dying! 
So much style!
#GIRLLIKEME @bep https://t.co/XgvUxWrF9z","RT @shakirastuff_: YOUTUBE | Still trending #1 worldwide, #GIRLLIKEME has reached 30 MILLION views and 940,000 likes in just over 4 days! 💋…","Derrrrrrrapando! 🤘🛹
#girllikeme https://t.co/KMx9foj89Q",RT @HeySantanaYT: @Shakira #GirlLikeMe #GirlLikeMeVideo #GirlLikeMeChallenge https://t.co/KbpaL78LHV,Wow! Thank you guys! https://t.co/kUb2w7fU70,"You guys have made my week with so much love for the video, and now 10 million @tiktok_us followers! Thank you! https://t.co/BZODM11wWW","20 million views! 20 millones de reproducciones! #GirlLikeMe @bep 

📺 https://t.co/4ntSpzCm7L

🎨 @alcantaramanuel https://t.co/a5UsnvMg6V",RT @Spotify_LATAM: Hemos estado cantando #GirlLikeMe todo el día. Confirmen que ustedes también andan en este mood. 💚🛹 @shakira @bep  https…,"RT @ShakiraMedia: GIRL LIKE ME, the most popular video on the planet right now! 💥 🌍 Watch it here: https://t.co/Y7BBxCxfF2 https://t.co/K0N…",Looove the attitude!! #GirlLikeMe https://t.co/iAv8hVpMdh,"RT @ShakiraUruguay: Los Fans Uruguayos ya se están sumando al #GirlLikeMe challenge. Éxito rotundo de @shakira y @bep
#Shakira
#piesdescalz…","RT @bep: Don't miss the GIRL LIKE ME video with @shakira out now on @YouTube! 🔥

WATCH: https://t.co/dWYLaynHkw

#GirlLikeMe #OUTNOW
@youtu…","El video de #girllikeme con los @bep (https://t.co/4ntSpzCm7L) ya tiene 13 millones de reproducciones en 48h! Aquí les compartimos con unas fotos del rodaje!
ShakHQ https://t.co/NlAiRUjP00","The #GirlLikeMe video with @bep (https://t.co/4ntSpzCm7L) has had 13 million views in just 48 hours!! 
Here’s a few of our photos from the shoot... 
ShakHQ https://t.co/pxE1jYEfqJ",ESFP
21,jimmyfallon,"You performed ‘68 on my dad’s aircraft carrier USS Constellation in San Diego, CA and I have a really blurry photo to prove it. The Fallons have been fans all of our life. Soooo many jams. I’ve got to go through catalog tomorrow with Quest on the show. ❤️❤️❤️ https://t.co/AOViP8y2Mi",Oooh yeah it’s happening every night and we’ve upped our game this year! You have no idea. I’m sending one over to you buds. That’s what friends are for. 😜 https://t.co/oLHubDNVrm,"RT @FallonTonight: 📖 @ReeseW
📖 @DrewBarrymore
📖 Margaret Thatcher
📖 Nicole Kidman
📖 Phoebe Waller-Bridge
📖 @RealChalamet
📖 Meryl Streep

@c…",I went to a friend's house and one of their ornaments was all their kid’s baby teeth in a bag. #DecorationDisaster,"It’s Hashtags time! Tweet out a funny or weird time you had a holiday decoration disaster, and tag it with #DecorationDisaster. Could be on the show!",Timmy on Jimmy. PS - break a leg on @nbcsnl this weekend @RealChalamet ! https://t.co/XRZwk2mzys,RT @playbill: Watch Andrew Rannells and @jimmyfallon recap a dumpster fire year in 2020: The Musical: https://t.co/lEhkJSzNsT https://t.co/…,News &amp; Jokes for Tuesday 12/8/20. #FallonTonight #FallonMono https://t.co/Ucwq09vBwR,"RT @FallonTonight: #2020TheMusical 🎭

Jimmy &amp; Andrew Rannells recap the year with remixed Broadway hits including “Defying Gravity” from #W…","I’m freaking out. I love Christmas shows.  THE @mariahcarey is here 🎄🎄🎄 PLUS 2020 The Musical, #AndrewRannells and @josefeliciano. See you guys soon!! https://t.co/LIKJhfVReJ",TONIGHT! 🎁 @MariahCarey https://t.co/wk6yPvDv3g,RT @DrewBarrymoreTV: Drew challenges @jimmyfallon to a hilarious game of Drewth or Dare 😂 Watch more:  https://t.co/4VmSe4VDvg https://t.co…,"Guys! We are sold out on Amazon — but you can still grab a copy at @BNBuzz, @Target, @FAOSchwarz and your local indie bookstores too ☺️ https://t.co/hp2v5GSzOQ https://t.co/G4jh8Tg27l",Seeing one of my favorite people today!! 🙌🏼 @DrewBarrymore @DrewBarrymoreTV https://t.co/1ZLWsKCiZK https://t.co/S1p0pcS8lb,You guys are killing me. Haaaaaa. #ItsaWonderfulLifetime https://t.co/hJV3eVYQPq,ESFJ
22,CNN,"President-elect Joe Biden is expected to nominate Katherine Tai as US Trade Representative, sources say. If confirmed, she would be the first woman of color to serve in the role. https://t.co/DPS7QN8RgC",There are two core strains of denialism apparent in mainstream America today: that the election was a fraud and that Covid doesn't exist. Here's what ties them together. | Analysis by @zbyronwolf https://t.co/O3ZKP6XoLR,"""If you are receiving this letter, it is because I have become aware that you had a part in saving my life.""

Jeff Gerson was put on a ventilator due to Covid-19 this spring. He spent five months tracking down the 116 health care workers who helped him. https://t.co/j8WIK3HymM","Today, the United States has for the first time added more than 3,000 reported Covid-19 deaths, according to data compiled by Johns Hopkins University https://t.co/VGHPfKgIhs",The Senate failed to pass two disapproval resolutions pushed by a bipartisan group of senators to block a $23 billion US arms sale to the United Arab Emirates that was approved by the Trump administration https://t.co/i9k9EIIWC4,A 4-year-old Texas boy was rescued Tuesday night after first responders worked hours to chisel him out of an 8-inch wide water well https://t.co/CjbxTSQ9dy,"The US reported 106,688 Covid-19 hospitalizations on Wednesday, setting a new record high since the pandemic began, according to the Covid Tracking Project.

This is the eighth consecutive day that the US has remained above 100,000 hospitalizations. https://t.co/TxulQ9NDCn","President Trump has personally asked Republican Sen. Ted Cruz of Texas if he would argue a long-shot election lawsuit seeking to overturn the election results in four battleground states, should the Supreme Court agree to take it up, sources say https://t.co/3oR2p6nkVw","The US has added the highest number of new daily Covid-19 deaths since the pandemic began, with more than 2,900 reported so far today, according to data from Johns Hopkins University. The US is currently averaging 2,230 new deaths per day. https://t.co/qYhSilVM6f","The US Food and Drug Administration has granted an emergency use authorization for the first non-prescription, over-the-counter Covid-19 test kit for at-home use https://t.co/DYSE1P59mi",A growing number of Senate Republicans are ready to publicly acknowledge what's been widely known for weeks but what they've refused to say: Joe Biden won the presidency and will be sworn in on January 20 https://t.co/JBnSJ2FtVM,The US Food and Drug Administration's vaccine advisers will discuss emergency use authorization for Pfizer and BioNTech's coronavirus vaccine during a meeting on Thursday https://t.co/7Ut8e37AtU,"Honeybees in Vietnam collect animal poop and put it around the entrances of their nests in an effort to protect them from fatal murder hornet raids, researchers have found https://t.co/rhCTLRQGmq",House Minority Leader Kevin McCarthy is positioned to matter more over the next two years than at any time since he entered GOP leadership. | Analysis by @CillizzaCNN https://t.co/YMWniv31v5,"Jeff Gerson was diagnosed with Covid-19 and put on a ventilator this spring. When he awoke, one of his first thoughts was that he wanted to thank the people who saved his life.

So he spent five months doing just that. He says the list was 116 people long. https://t.co/sqDN5wOIPS",ESFJ
24,KingJames,My sister I/we miss you!! ❤️💔#JusticeForErickaWeems,"RT @IPROMISESchool: His teacher shared, “Tra’Vone went up on his iReady reading diagnostic, helps his little brother with his virtual learn…","RT @IPROMISESchool: “My promise is to never give up, no matter what.”
 
4th grader Tra’Vone earned a special shout out from his teachers fo…",RT @LJFamFoundation: It’s been at the top of many since its debut! 📖 ❤️ #IPROMISE https://t.co/McCLUeIKAH,THANK YOU!! 💙💚💛🧡❤️💜🖤🤍🤎 #WeAreFamily https://t.co/B8wkwnCiHL,@michaelb4jordan 🤣🤣🤣,Absolutely raise a glass 🥃!! Thank you all #AllForThePack 🐺🐺🐺🐺🐺#Lobos1707Partner https://t.co/edaJAf0BN1,You should!! Would be dope https://t.co/Yxfd3kDqYO,@kaj33 Thank you Captain aka LEGEND!! Means a lot coming from you! 🙏🏾✊🏾👑,@youngchase907 Lil bro you’re a SAVAGE!! 😤😤😤 That’s all I wanted. Lol,🤣🤣🤣🤣🤣🤣🤣!!!! Facts #Browns  🐶🐶🐶 https://t.co/c7XLY0nckN,"RT @morethanavote: GEORGIA: 🚨 TODAY 🚨 is the deadline to register to vote in the runoff‼️

🗳 Served a sentence? You can vote.
🗳 Turn 18 by…",@AstronautKI 🙏🏾💨💨💨👑,@tkelce You already know! Love to see and WITNESS 😉 it! 🙏🏾👑🤟🏾,Throw the powder 💨 up!! Keep going my #IrishBrother🍀 #JustAkidfromAKRON https://t.co/BHACDVLMcM,ESFJ
27,MileyCyrus,"RT @mileychronology: Streaming #PlasticHearts while munching on my Miley Burrito 🌯 ☠️💕
@ChipotleTweets @MileyCyrus https://t.co/k9KxZtIhJd",RT @lesrogo7: Totally recommend checking out @MileyCyrus‘ new album Plastic Hearts 🎸,RT @ChipotleTweets: We weren't kidding @MileyCyrus https://t.co/pznBGw1U5E,RT @MileyCyrusBz: Chipotle kept their promise!! 👀 “Guac is extra but so is the Miley burrito” is available to order now!! 🌯❤️ https://t.co/…,@Sia @Sia in the New Year when it’s safe to kiss you on the mouth again. 💋,"RT @billboardcharts: This week's top 5 on the #TopRockAlbums chart:

1. @MileyCyrus Plastic Hearts
2. @acdc Power Up
3. @QueenWillRock Grea…","RT @chartdata: US Certifications (@RIAA): @MileyCyrus, Party In the USA Diamond (10,000,000).","It’s all about me. ☠️ Don’t miss my exclusive performance of Prisoner on this week’s episode of #RELEASEDonYT! Set a reminder to tune in this Thursday at 11:45pm ET, only on @YouTube 🤘🏼🖤💋🍒🩸🎸 https://t.co/2N6Ah592Rn",Last night performing Prisoner on @jimmykimmellive ☠️ https://t.co/yqwbOpyWxE,RT @YouTube: .@MileyCyrus is taking over this week's episode of #RELEASEDonYT! Set a reminder to tune in on Thursday at 11:45pm ET for an e…,RT @MileyCyrusBz: .@MileyCyrus will be presenting @DollyParton the Hitmaker Award at the 2020 Billboard Women in Music awards on Thursday 1…,"RT @cyrustrippy: I might even be           #1 rock record
a rockstar                       in the US https://t.co/8zqPhGZCU1",MOOOOOD! I tried to tell y’all! Fuck yeah! ☠️ #PlasticHearts is the #1 rock record in the country! https://t.co/pp3Lxgmax3,RT @JimmyKimmelLive: #1 ROCK ALBUM!!! See you tonight @MileyCyrus! 🙌💘👑,RT @JimmyKimmelLive: A little #MondayMotivation for you... @MileyCyrus tonight! https://t.co/SEGs3Qaa99,ESFP
29,SrBachchan,"T 3746 - 
*तारीफ़ की चाहत तो नाकाम लोगों की फितरत है*
*काबिल लोगों के तो दुश्मन भी कायल होते हैं !!*      ~ Ef Vm https://t.co/9PjDIUk3CA",@pamelaarora ji nahin ❤️,@AMITADAHEUR2 but we care,T 3745 - 👊👊👊👊👊👊👊👍🏾 https://t.co/hu9hZGmaop,"T 3744 - On the occasion of the Armed Forces Flag Day 2020, we bow our heads in honourable Tribute .. 🇮🇳 https://t.co/OKawyxZ6yC","T 3744 - 
""ठंड और बेइज्जती जितना महसूस करो उतनी ज़्यादा लगती है ..!!! ""  
~ Ef Am",Amazing .. so humbled and so emotional right now ..thank you so much .. immense gratitude ..🙏🙏🙏 https://t.co/3qtaeW9YrO,"T 3744 - 
'दिवारें छोटी होती थी लेकिन पर्दा होता था।
ताले की ईजाद से पहले सिर्फ भरोसा होता था...'
~ Ef SohB

वो भी क्या दिन थे , गर्मियों में रात को  बाहर lawn में खुले आसमान के नीचे सोते थे , न gate बंद करते थे , और घर के दरवाज़े सब खुले रहते थे । 
और अब  !!? ताले security cctv","T 3744 -"" क्रोध क्षणजीवी होता है,
उसका
परिणाम चिरंजीवी होता है..."" ~ Ef Soh B",@NadkarAmit @hardikpandya7 @imVkohli @ShreyasIyer15 🙏🙏❤️🤣,anek dhanyavaad https://t.co/WhVwP0amkO,@SohamBoricha_AB anek dhayavaad,@Nitin_AB_EF thank you Zafar,@Nitin_AB_EF yes  i agree but rules must be followed,@SohamBoricha_AB 🙏🙏❤️,INFP
30,Oprah,@franklinleonard @BarackObama That was Cool indeed.. but best part of the event was awarding Courage award to Darnella Frazier.,Consider it done. New @apple MacBook on the way. My pleasure to help you bring us into 2021 dancing 💃🏾🍾🕺🏾 https://t.co/jC7Kq3EYdf https://t.co/W1XFr8IxKJ,"RT @oprahmagazine: Oprah just made holiday shopping a whole lot easier: Here are the six books she's giving as gifts this year.

https://t.…","PJs + apple cider + @MariahCarey’s Christmas special on @AppleTV+ = the perfect girl’s night IN with @thandotalks, @andronica_klaas, and of course, Sadie! Stay inside and safe, y’all 🎄🎄🎄 #MariahsMagicalChristmas https://t.co/fmLJ44UAnC",,,,,,,,,,,,ENFJ
31,NASA,https://t.co/eAzIlwm2ji,https://t.co/Dsn176gt9M,https://t.co/vgOYbe4RVJ,"RT @BoeingSpace: 🚀 Launch Update: We are targeting March 29, 2021 for our next #Starliner flight, Orbital Flight Test-2.

Our teams at @NAS…","Our @NASAArtemis program will play a critical role in the new National Space Policy, working with commercial and international partners to establish a permanent presence on the Moon. More: https://t.co/8lmEIvMDME https://t.co/JdpVqLoLx6","Today, we introduced the eighteen @NASA_Astronauts who will form the @NASAArtemis team. They'll use their diverse range of backgrounds, expertise, and experience to pave the way for humans to return to the Moon, to stay: https://t.co/f7H0Gm0WxM https://t.co/iALdUPTmt1","“We represent all walks of life in America and every kid in America, and across the world…needs to look [at us] and say, ‘You look like me. I can do this.’” -@AstroAnnimal on the significance of being part of the @NASAArtemis team. https://t.co/pB9kyMUalm","Like the Apollo missions, @Astro_Jessica says that @NASAArtemis will have profound positive impacts and benefits for technology and culture. https://t.co/4uvW6aSf8C","RT @JimBridenstine: The #Artemis generation stands ready to prove what is possible. Together, we will define a new era of lunar exploration…","RT @nasahqphoto: We are returning to the Moon, and preparing to go beyond to Mars. Today we are proud to share our portraits of the #Artemi…","It is part of the human spirit to explore. 

Today, we’d like to introduce you to our @NASAArtemis team — the initial team of @NASA_Astronauts who will help pave the way for our next human missions on and around the Moon: https://t.co/AiXfUyP6zl https://t.co/LMJ0nNlE2N","""My fellow Americans, I give you the heroes of the future who'll carry us back to the Moon and beyond - the Artemis generation."" - @VP Pence introduces the #Artemis team of 18 @NASA_Astronauts, including 5 attending the Space Council, who'll prepare us for missions to the Moon. https://t.co/NyocHHlf2v",@ShellieNivens https://t.co/9gjFWmDEWQ,"HAPPENING NOW: The latest news on our #Artemis program, which will return humans to the Moon to build a sustainable presence there, and pave the way for future missions to Mars. Watch: https://t.co/EvvZDFuoAm https://t.co/EvvZDFuoAm",@cacasliifee You CAN do anything! So happy to have you apart of the NASA #Artemis family. 👩🏻‍🚀💫 https://t.co/ggDUVSMCRX,INTJ
32,BeingSalmanKhan,"Raho frsh, Raho safe @FrshGrooming https://t.co/6ULMXlUcAy",,,,,,,,,,,,,,,ESTP
33,NiallOfficial,@likeablehes Down a lot 😂,Trying to stay away from my phone a little more at the moment but I just wanted to let you know I really miss you guys. Can’t wait to see you whenever that may be 😍,@MTVUK There he is,Only a few more days to win this signed @gibsonguitar! Donate to the incredible @WeNeedCrew on @getwishio to enter. https://t.co/nlSPfiJMRr https://t.co/BeJDBAgOsZ,@modestgolf @BezChristiaan @EuropeanTour @CallawayGolfEU @VolyLtd @EuroselectGolf @FootJoyEurope @galvingreen Yesssssss!! Champion once again! x,@dearpatiences Why’s that?,@EmilyAlexandraL Off the charts ❤️❤️❤️❤️,@ShawnMendes @SpotifyCanada “That cold Canadian winter”,,,,,,,,ESFP
34,elonmusk,@NASASpaceflight @BocaChicaGal Exactly! Woohoo!!,"@Erdayastronaut @SpaceX SN8 did great! Even reaching apogee would’ve been great, so controlling all way to putting the crater in the right spot was epic!!","Thank you, South Texas for your support! This is the gateway to Mars.","Life, the Universe and Everything https://t.co/1ZCzInfc4u","@Erdayastronaut Yeah, engines did great!","Mars, here we come!!","Fuel header tank pressure was low during landing burn, causing touchdown velocity to be high &amp; RUD, but we got all the data we needed! Congrats SpaceX team hell yeah!!","Successful ascent, switchover to header tanks &amp; precise flap control to landing point! https://t.co/IIraiESg5M",@TheBabylonBee 🤠,@wonderofscience Near-orbital space is the fastest way to travel long distance on Earth!,"@SpaceX @Space_Station It’s called the Space “Station”, but it’s actually moving around Earth at ~25 times the speed of sound or ~10 times faster than a rifle bullet",RT @SpaceX: Time-lapse of Dragon on approach – two Dragons now docked to the @space_station https://t.co/I046jBmC7o,"“So long, and thanks for the orifice!”
- Alien message decrypted",@SpaceX Probably 1/3 chance of completing all mission objectives,@SpaceX Hopefully flying tomorrow,INTJ
35,akshaykumar,#BhushanKumar #KrishanKumar @vikramix @Abundantia_Ent @TSeries @ArshadWarsi @Jisshusengupta @MahieGillOnline @KapadiaKaran @ShikhaaSharma03 @Babitaashiwal,"Dare to meet #Durgamati? Be a part of the virtual fan meet event with me and the cast of #Durgamati. Register here: https://t.co/ZcN5EuX3k2
Meet #DurgamatiOnPrime, Dec 11 on @PrimeVideoIN

@bhumipednekar @ashokdirector2 #CapeOfGoodFilms https://t.co/HzdLfSE1Xk","Here’s my proud son-in-law moment! #ChristopherNolan pens a heartfelt note to #DimpleKapadia on the eve of their release.Had I been in her place,I wouldn’t have been able to move in awe but having watched her working her magic in #Tenet,I couldn’t be more happy and proud of Ma ♥️ https://t.co/EgSehxio1I","The need to be strong from within is more important than ever before now.Isi liye har ghar me,har kisi ko,leni hai shapat khud ko strong banane ki,kyuki hum strong rahenge tabhi toh har mushkil se ladenge.Bharat kare vishwas har din Dabur Chyawanprash
@DB_Chyawanprash @DaburIndia https://t.co/aAQ7oJkQdM",#CapeOfGoodFilms @harjeetaulakh,"The joy brought by those three magic words is unmatched : Lights, Camera, Action 😁 
Begun shooting for #AtrangiRe by @aanandlrai. Need all your love and best wishes 🙏🏻 
An @arrahman musical.
Written by: #HimanshuSharma 

#SaraAliKhan @dhanushkraja @TSeries @cypplOfficial https://t.co/j8f3Xl9Ws5","Ab India ka har businessman hoga digital. Introducing PagarBook, India Ka #1 Staff Management App. #PagarBookLogaoBusinessBadhao #AbBusinessHogaSmart #MobilePePagar #MadeInIndia @PagarBook https://t.co/undCjgf9To",,,,,,,,,ISTP
37,imVkohli,Don’t let a hectic lifestyle get the better of you. One Wellman tablet a day = Perfect formula for your nutritional support 👍🏻 . I trust @Wellmanin1 to get my share of essential nutrients that are also suitable for vegetarians. Opt for Wellman now @ https://t.co/1XjNK4NO84 ☺️ https://t.co/niKwtZ0sNl,Tough outing but remarkable fighting spirit shown by the boys 💪. On to the tests now 🇮🇳. https://t.co/d9v6EACpc0,"It’s all about the process. Intensify your training with those quick and explosive movements 💥
Cop the #one8 LQDCELL Method on https://t.co/aTY0dEecCS
Collection link here https://t.co/5kc3xzyPyA 

@one8world @pumacricket https://t.co/bld9FDRX5n",Amazing game of cricket. Well done boys 🙌 https://t.co/IUqiiXNTkj,On to Sydney 👍🏻. https://t.co/jRkH6SM4LY,"Kick things 🆙 a notch with the #one8 Smash. 
Cop the timeless trainer on https://t.co/aTY0dEecCS 
Collection link here https://t.co/5kc3xzyPyA

@pumacricket @one8world https://t.co/ueXu2muXrQ",,,,,,,,,,ESFP
